state,today,total
Marwan MS Bangari,0,39
Marwan MS Fanda,0,187
Marwan MS Fatehpur,0,49
Marwan MS Gawasara,0,10
Marwan MS Gopalpur Female,0,296
Marwan MS Goriyara,0,613
Marwan MS Goriyara Female,0,173
Marwan MS Kodaria,0,31
Marwan MS Kodariya Ray Ji Tola,0,30
Marwan MS MOHAMMADPUR KHAJE,0,944
Marwan MS PHARAKWA,0,325
Marwan MS PRATAPPUR PURBI,0,11
Marwan MS Pakri Jalal,0,34
Marwan MS Panapur,0,259
Marwan MS Rasulpur,0,"1,449"
Marwan MS Rasulpur,0,390
Marwan MS Shubhankarpur MANDIR,0,"1,315"
Marwan MS Subhankarpur,0,"1,060"
Marwan MS URDU Pakari,0,"1,607"
Marwan MS URDU Pakari Female,0,68
Marwan MS Vishunpur Female,0,98
Marwan MS Vishunpur Male,0,263
Marwan MSD Gawasara,0,72
Marwan Madrsa MF KODR CHAMARUA,0,290
Marwan Manokamna Mandir Female,0,404
Marwan Manokamna Mandir Male,0,369
Marwan OT Binwa Ke Dhaw,0,33
Marwan PB Barka Gaon Uttri,0,"1,232"
Marwan PB Barkagaon Dakshini,0,183
Marwan PB Barkagaon Female,0,631
Marwan PB Barkagaon Male,0,147
Marwan PB Bhatauna A,0,459
Marwan PB Bhatauna B,0,391
Marwan PB Jhakhara Shaikh,0,354
Marwan PB Jhakhra Sekh B,0,186
Marwan PB Mohammadpur Sube,0,62
Marwan PB Rupwara,0,371
Marwan PB Shubhankar Female,0,115
Marwan PB Shubhankar Male,0,692
Marwan PHC For WWD 1,0,58
Marwan PHC For WWD 2,0,55
Marwan PS Akhtiyarpur Bangari,0,74
Marwan PS Anant Karja,0,30
Marwan PS Anant Karja,0,5
Marwan PS BHAGWATPUR-A,0,106
Marwan PS BHAGWATPUR-B,0,248
Marwan PS Bahora,0,5
Marwan PS Bishundattpur,0,38
Marwan PS Borbara,0,16
Marwan PS Gawasara,0,19
Marwan PS Kataha,0,20
Marwan PS Khaje,0,143
Marwan PS Khaje Female,0,542
Marwan PS Malahtola,0,10
Marwan PS Mithanpura,0,9
Marwan PS Mohammad,0,10
Marwan PS Nawrang Sahpur,0,30
Marwan PS PAKARI PUR TOLA-A,0,324
Marwan PS PAKARI PUR TOLA-B,0,42
Marwan PS Parri,0,10
Marwan PS Raksa Purbi Tola A,0,220
Marwan PS Raksa South,0,784
Marwan PS Raksa South Female,0,17
Marwan PS Raksa West,0,31
Marwan PS Salahpur A,0,273
Marwan PS Salahpur B,0,143
Marwan PS Urdu Jiyan,0,410
Marwan Ram J Mandir Bhoj A,0,277
Marwan Ram J Mandir Bhoj B,0,290
Marwan S 45 HS Gandhi Janki,0,"2,301"
Marwan S HS Gandhi Janki North,0,"6,348"
Marwan S HS Gandhi Janki South,0,"12,266"
Marwan S MS Barkagaon Uttari,0,673
Marwan S MS Pakri Urdu,0,327
Marwan S PB Bhatauna,0,"1,413"
Marwan S UMS Chiknauta Female,0,68
Marwan SB Purbi Tola Fanda A,0,162
Marwan SB Purbi Tola Fanda B,0,251
Marwan SC Tola UMS BORBARA-A,0,197
Marwan SC Tola UMS BORBARA-B,0,214
Marwan UHS Repura,0,"1,330"
Marwan UMS AIMA BISHUNPUR,0,120
Marwan UMS Basatpur,0,444
Marwan UMS Basatpur Female,0,843
Marwan UMS Bathana Ram,0,254
Marwan UMS Bishunpur A,0,120
Marwan UMS Bishunpur B,0,201
Marwan UMS Borwara,0,65
Marwan UMS Chainpur B,0,334
Marwan UMS Chiknauta,0,"1,572"
Marwan UMS Deviganj Barkagaon,0,52
Marwan UMS Dwarikanathpur,0,385
Marwan UMS Fanda,0,657
Marwan UMS Fatehpur Chainpur B,0,168
Marwan UMS Gawsara Female,0,308
Marwan UMS Gawsara Male,0,83
Marwan UMS Kataha,0,18
Marwan UMS Makdumpur,0,226
Marwan UMS Mathaiya Barkagon A,0,193
Marwan UMS Mathaiya Barkagon B,0,328
Marwan UMS Pakari Purwari Tola,0,18
Marwan UMS Raksa Purbi Tola,0,"2,109"
Marwan UMS Raksha,0,698
Marwan Urdu MS U TOLA RAKSA-A,0,169
Marwan Urdu MS U TOLA RAKSA-B,0,244
Marwan Urdu School Marwan A,0,387
Marwan Urdu School Marwan B,0,387
Marwan VB Darapatti Female,0,239
Marwan VB Darapatti Male,0,377
Marwan Vivah Bhawan,0,10
Middle School Bhailpur,0,"1,860"
Middle School Ghosaut,0,25
Middle School Jaminmathiya,0,288
Minakshi Multispec.. Hospital,0,463
Minapue S MS Madhepur Govt,0,75
Minapur 18 Plus MSMinapur 1stF,0,"1,524"
Minapur APHC Gorigama,0,"3,697"
Minapur APHC Siwaipatti,0,"1,364"
Minapur APHC Turki,0,940
Minapur AWC 01 WARD 1,0,62
Minapur AWC 255,0,61
Minapur AWC 320 Mahdeiya,0,320
Minapur AWC 4 Panapur,0,112
Minapur AWC Harka Yaswant,0,60
Minapur CHC For WWD 1,0,"1,072"
Minapur CHC For WWD 2,0,123
Minapur DHARAMPUR AWC-185,0,40
Minapur HS Radha Krishna,0,28
Minapur HSC HARKA,0,893
Minapur HSC Jamin Mathiya,0,"2,744"
Minapur HSC Kodariya,0,59
Minapur HSC Zamin Mathiya,0,824
Minapur Khushi CLF Offi Milki,0,30
Minapur M S Bhagwan Chhapra,0,"1,105"
Minapur M S Bhagwanpur Chhapra,0,48
Minapur MS Banaghara,0,212
Minapur MS Bhatauliya,0,397
Minapur MS Chandparna,0,217
Minapur MS Chatursi Pachami,0,11
Minapur MS Gangti,0,30
Minapur MS Gosaipur,0,285
Minapur MS Harahiya,0,310
Minapur MS Milki,0,20
Minapur MS Muksudpur,0,192
Minapur MS Panapur,0,369
Minapur MS Raghai,0,633
Minapur MS Rampur Ratan,0,187
Minapur MS Rampurhari,0,"1,020"
Minapur MS Sujanpakari,0,465
Minapur MS Tengrari,0,431
Minapur Madaripur AWC-154,0,10
Minapur Madaripur AWC-173,0,20
Minapur Madaripur AWC-174,0,21
Minapur Madaripur AWC-352,0,11
Minapur Madaripur AWC-353,0,31
Minapur Madaripur AWC-451,0,30
Minapur Madaripur AWC-484,0,10
Minapur Madaripur AWC-485,0,20
Minapur Madaripur AWC-486,0,20
Minapur Madaripur AWC-488,0,20
Minapur Madaripur AWC-489,0,22
Minapur Muksudpur AWC-166,0,60
Minapur Muksudpur AWC-167,0,52
Minapur Muksudpur AWC-168,0,45
Minapur Muksudpur AWC-169,0,47
Minapur Muksudpur AWC-170,0,30
Minapur Muksudpur AWC-171,0,10
Minapur Muksudpur AWC-172,0,60
Minapur Muksudpur AWC-175,0,20
Minapur Muksudpur AWC-236,0,97
Minapur Muksudpur AWC-246,0,48
Minapur Muksudpur AWC-366,0,90
Minapur Muksudpur AWC-367,0,40
Minapur Muksudpur AWC-368,0,29
Minapur Muksudpur AWC-369,0,20
Minapur Muksudpur AWC-494,0,20
Minapur Muksudpur AWC-509,0,51
Minapur NANDANA AWC-81,0,544
Minapur P S Dihuli,0,10
Minapur P S Khemkarna Pkari,0,10
Minapur PB Harhiya Belahi Lach,0,99
Minapur PB SHITALPATTI,0,59
Minapur PS Bhawchhapra,0,48
Minapur PS Dharam Narayan,0,480
Minapur PS Madaripur Karn Naya,0,531
Minapur PS Milki,0,129
Minapur Prabhat Khabar Office,0,201
Minapur S APHC Ghosaut,0,"2,709"
Minapur S APHC Majhauliya,0,708
Minapur S APHC Panapur,0,"10,560"
Minapur S AWC 1 Panapur,0,52
Minapur S AWC 104,0,50
Minapur S AWC 107 Jhatkahiya,0,279
Minapur S AWC 108 Kharar,0,674
Minapur S AWC 110 Minapur,0,130
Minapur S AWC 111 Minapur,0,90
Minapur S AWC 112 Minapur,0,60
Minapur S AWC 116 PS Chhitar,0,67
Minapur S AWC 120 Minapur,0,50
Minapur S AWC 134 Harka Kalyan,0,138
Minapur S AWC 143 Salempur,0,151
Minapur S AWC 156 Manikpur,0,20
Minapur S AWC 158 Minapur,0,40
Minapur S AWC 180 Dharampur,0,100
Minapur S AWC 183 Mothaha,0,20
Minapur S AWC 194 Panapur,0,92
Minapur S AWC 2 Panapur,0,74
Minapur S AWC 205 Gosai Banua,0,480
Minapur S AWC 219 Manikpur,0,24
Minapur S AWC 220 Manikpur,0,30
Minapur S AWC 227 Chandparna,0,532
Minapur S AWC 253 Minapur,0,90
Minapur S AWC 260 Panapur,0,55
Minapur S AWC 3 Panapur,0,85
Minapur S AWC 314 Minapur,0,41
Minapur S AWC 317 Chandparna,0,188
Minapur S AWC 325 Salemapur,0,240
Minapur S AWC 326 Minapur,0,52
Minapur S AWC 328 Minapur,0,110
Minapur S AWC 331 Turki,0,425
Minapur S AWC 335 Gangi,0,100
Minapur S AWC 339 Minapur,0,41
Minapur S AWC 345 Raghopur,0,212
Minapur S AWC 365 Neura,0,171
Minapur S AWC 369 Dubarwana,0,408
Minapur S AWC 372 Shankarpatti,0,104
Minapur S AWC 373 Panapur,0,42
Minapur S AWC 374 Panapur,0,82
Minapur S AWC 375 Panapur,0,90
Minapur S AWC 376 Panapur,0,32
Minapur S AWC 41 Madhaipur,0,191
Minapur S AWC 432 Manikpur,0,52
Minapur S AWC 44,0,"1,851"
Minapur S AWC 449 Minapur,0,69
Minapur S AWC 460 Minapur,0,20
Minapur S AWC 463 Minapur,0,41
Minapur S AWC 5 Panapur,0,138
Minapur S AWC 6 Panapur,0,152
Minapur S AWC 79 Minapur,0,70
Minapur S AWC 8 Panapur,0,201
Minapur S AWC 80 Minapur,0,42
Minapur S AWC 87 Chako Chhpara,0,105
Minapur S AWC 92,0,29
Minapur S AWC 95 Turki Turki,0,110
Minapur S AWC-104,0,369
Minapur S AWC-331 Turki Tedha,0,114
Minapur S Barhanda Urdu School,0,432
Minapur S Bharat CLF Panapur,0,360
Minapur S CHC,8,"21,988"
Minapur S Chak Rasaul (Vijay ),0,115
Minapur S Chhitarpatti AWC 36,0,730
Minapur S Gramin Bank Fardidpu,0,"2,226"
Minapur S HSC Balua Bazar,0,80
Minapur S HSC Banghara,0,121
Minapur S HSC Banua,0,80
Minapur S HSC Belahi Lachhi,0,51
Minapur S HSC Bhelaipur,0,455
Minapur S HSC Bisanpur Kanth,0,131
Minapur S HSC Dharpur,0,578
Minapur S HSC Ghandhinagar,0,634
Minapur S HSC Harka,0,77
Minapur S HSC Mahdeiya,0,60
Minapur S HSC Mustafaganj,0,493
Minapur S HSC Paigambarpur,0,610
Minapur S HSC Pakhanaha,0,"1,954"
Minapur S HSC Panapur Uttari,0,456
Minapur S HSC Rampurhari,0,92
Minapur S Karpuri Asmark,0,178
Minapur S M S Koili,0,199
Minapur S MS Bahadurpur,0,75
Minapur S MS Bajarmuriya,0,657
Minapur S MS Bakhari Pipraha,0,240
Minapur S MS Banghara,0,948
Minapur S MS Bishanpur Raje,0,306
Minapur S MS Bishunpur,0,145
Minapur S MS Chainpur,0,211
Minapur S MS Chatursi,0,640
Minapur S MS Chhapra,0,135
Minapur S MS Deriya Minapur,0,262
Minapur S MS Dharampur,0,"2,220"
Minapur S MS Fulwariya Kharar,0,140
Minapur S MS Ghandhi Nagar,0,306
Minapur S MS Gorigama,0,563
Minapur S MS Gosaipur Harser,0,207
Minapur S MS Gosaipur Tengraha,0,297
Minapur S MS HARKA MANISHAHI,0,590
Minapur S MS Harhiya Kurmi,0,148
Minapur S MS Harpali Kaneya,0,620
Minapur S MS Harsher,0,372
Minapur S MS Jagarnath Pakari,0,"1,469"
Minapur S MS Kharika,0,123
Minapur S MS Kodariya,0,"1,933"
Minapur S MS Koili Bharav,0,475
Minapur S MS Madhuban Kanti,0,745
Minapur S MS Mahandiya,0,202
Minapur S MS Mahdeiya Minapur,0,135
Minapur S MS Majhauliya,0,"2,275"
Minapur S MS Malikana,0,175
Minapur S MS Mangiya,0,90
Minapur S MS Manikpur Urdu,0,"1,951"
Minapur S MS Methnapur,0,202
Minapur S MS Minapur Centre,0,234
Minapur S MS Minapur GrF,0,"3,754"
Minapur S MS Mohanpur,0,252
Minapur S MS Mustafaganj,0,"1,358"
Minapur S MS Noon Chhapra,0,692
Minapur S MS Noor Chhapra,0,351
Minapur S MS Paigambarpur,0,"1,185"
Minapur S MS Paigamberpur,0,318
Minapur S MS Panapur Malitola,0,562
Minapur S MS Pipraha Hindi,0,"1,443"
Minapur S MS Piprasen,0,357
Minapur S MS Raghopur SC,0,52
Minapur S MS Rampur Ratan,0,"1,385"
Minapur S MS Rani Khaira,0,"1,240"
Minapur S MS Saghari,0,987
Minapur S MS Salemapur,0,117
Minapur S MS Sheetalpatti East,0,368
Minapur S MS Siwaipatti,0,220
Minapur S MS Sordhana Madhopur,0,811
Minapur S MS Tehai Madaripur,0,238
Minapur S MS Tengraha,0,168
Minapur S MS Tengrari,0,"1,343"
Minapur S Madhubani Bazar,0,774
Minapur S Middle School Harser,0,587
Minapur S P S Bahbal Bazar,0,55
Minapur S PB Jamin Mathiya,0,686
Minapur S PB Muksudpur,0,"2,585"
Minapur S PB Muksudpur,0,537
Minapur S PB Sheetalpatti,0,201
Minapur S PB Siwaipatti,0,251
Minapur S PB Tengrari,0,299
Minapur S PB Turki West,0,694
Minapur S PS ALI NEURA,0,906
Minapur S PS Ali Neura,0,210
Minapur S PS Basudev Chhapra,0,245
Minapur S PS Basudevpur Banua,0,203
Minapur S PS Chakimad Urdu,0,16
Minapur S PS Chakjamal,0,51
Minapur S PS Chhapra Madharipu,0,392
Minapur S PS Dhaphar,0,151
Minapur S PS Gadhma,0,319
Minapur S PS Godaichak,0,73
Minapur S PS Harijan Mali Tola,0,201
Minapur S PS Janki Sthan Harij,0,238
Minapur S PS Khan Tola Urdu,0,546
Minapur S PS Khoja Pkari,0,179
Minapur S PS Machhua Koili,0,202
Minapur S PS Madaripur,0,184
Minapur S PS Madhuradih,0,180
Minapur S PS Mathuradih Turki,0,340
Minapur S PS Muslim Tola,0,150
Minapur S PS Nandana KR Tola,0,622
Minapur S PS Raghopur SC,0,572
Minapur S PS Ramnagar Math,0,533
Minapur S PS Rampurhari Kanya,0,"1,588"
Minapur S PS Sujan Pakari,0,417
Minapur S PS Tengraha Dakshani,0,"1,907"
Minapur S PS Urdu Turki,0,149
Minapur S Ram Mandir Parisar,0,61
Minapur S SB Bahbal Bazar,0,103
Minapur S SB Dubarwana,0,140
Minapur S SB Kharhar,0,156
Minapur S SB Methnapur,0,"1,063"
Minapur S SB Minapur,0,256
Minapur S SB Nandana Purvi,0,240
Minapur S SB Talimpur,0,291
Minapur S SB Turki Purvi,0,199
Minapur S Turki Kanya Pachami,0,120
Minapur SB Shanichara Sthan,0,241
Minapur Turki Khararu AWC-94,0,799
Minapur Turki Khararu Pachami,0,306
Minapur V CLF O Gang Bazar,0,29
Minapur Vikash CLF,0,20
Minarpur HSC Neura,0,"1,773"
Minpur S MS Turki Bazar,0,"2,396"
Moitpur Brahmasthan Ward 05,0,219
Moitpur HSC Phulwaria,0,79
Moitpur Sansk PathshalaWard N7,0,307
Mot 2TE Samudayik Bhawan,0,655
Mot 3TE Dadar Panchyat,0,190
Mot Bajrgbali Mandir W6 Mahwal,0,251
Mot Design B W4 Jhigha Purvi T,0,249
Mot Hanuman Mand Baraitha W1,0,267
Mot M1 MS Patti Aswari,0,135
Mot M2 SB Nawada Nariyar,0,200
Mot RBSK SB Laxminia Kumhar To,0,409
Mot SB W15 Gopinathpur Border,0,264
Mot Samudayik Bhawan Ariaari,0,301
Mot Shiv Mandir Rudal Awc 16,0,228
Moti Stymev Wald SC Ratanpra,0,322
Motipur 18 Plus MS Hardi,0,138
Motipur 18 Plus MS Motipur,0,"3,458"
Motipur 18 Plus MS Sanskrit,0,"1,180"
Motipur APHC Barzi,0,14
Motipur APHC Hardi,0,620
Motipur APHC Pansalwa,0,780
Motipur CHC For 2nd Dose,1,"16,306"
Motipur CHC For WWD 1,0,58
Motipur CHC For WWD 2,0,49
Motipur HSC ASHWARI BANJARIYA,0,312
Motipur HSC Anjanakot,0,514
Motipur HSC Baburban,0,594
Motipur HSC Bagwara,0,52
Motipur HSC Bangra Firoz,0,283
Motipur HSC Bariyarpur,0,620
Motipur HSC Barji,0,392
Motipur HSC Baruraj East,0,432
Motipur HSC Baruraj West,0,54
Motipur HSC Bhataulia,0,24
Motipur HSC Doora Chhapra,0,47
Motipur HSC Dumariya,0,65
Motipur HSC Harnahi,0,98
Motipur HSC Jahangirpur,0,20
Motipur HSC Jasauli,0,346
Motipur HSC Jasauli1,0,580
Motipur HSC Kathaiya,0,226
Motipur HSC Kuanhi,0,197
Motipur HSC Mahamada,0,49
Motipur HSC Mahwal,0,395
Motipur HSC More,0,639
Motipur HSC Morsandi,0,208
Motipur HSC Mushahari,0,289
Motipur HSC Nariyar,0,158
Motipur HSC PHULWARIYA,0,281
Motipur HSC Pagahiya,0,315
Motipur HSC Panchrukhi,0,22
Motipur HSC Rasulpur,0,65
Motipur HSC Sadha,0,296
Motipur HSC Sadhanpura,0,13
Motipur HSC Semra,0,9
Motipur HSC Sirisiya,0,174
Motipur HSC Sonwarsa,0,50
Motipur Harpur Juneda Ward 01,0,254
Motipur High School Ward 5,0,260
Motipur Hsc Ajanakot,0,321
Motipur Hsc Nakta,0,431
Motipur Hsc Sirsiya,0,25
Motipur Kustha Ashram,0,10
Motipur M Baruraj East,0,311
Motipur M2 Bariyarpur East,0,220
Motipur MS Aswari Banjaria,0,65
Motipur MS Bathna,0,321
Motipur MS Birahima Bazar,0,"2,255"
Motipur MS HARPUR WARD NO. 14,0,40
Motipur MS Harpur Juneda Ward2,0,384
Motipur MS Kunwati,0,243
Motipur MS Morsandi,0,100
Motipur MS Motipur Ward 10,0,"1,318"
Motipur MS Nakta,0,367
Motipur MS Nariyar,0,271
Motipur MS Navalpur,0,50
Motipur MS PURANI BAZAR,0,175
Motipur MS Paghiya,0,110
Motipur MS Rampur Bheriyahi,0,166
Motipur MS SingailPul Ward N 3,0,227
Motipur MS URDU Mahima,0,206
Motipur Mai Asthan Bakhra,0,769
Motipur Mai Sthan Bariyarpur,0,299
Motipur Mai Sthan Fular W 09,0,218
Motipur Mai Sthan Ward 11,0,301
Motipur PAKRI PAIKS GODDAM,0,338
Motipur PB ANAJANAKOT,0,431
Motipur PB Brahmpur Karman,0,704
Motipur PB HARAUNA,0,467
Motipur PB JATAULIYA,0,200
Motipur PB MAHAMADPUR BALMI,0,292
Motipur PB Nakta,0,249
Motipur PB Nariyar,0,392
Motipur PB Pana Chhapra,0,30
Motipur PB Phulwariya,0,305
Motipur PB Pipra Bisho,0,6
Motipur PB Ratanpura,0,214
Motipur PS Adalpur,0,37
Motipur PS Baruraj Urdu,0,150
Motipur PS JHINGAHA URDU,0,182
Motipur PS Jagdevan,0,200
Motipur PS Jasauli,0,278
Motipur PS Kathaiya Baruraj,0,205
Motipur PS Mahna Chaowk,0,21
Motipur PS Makaritola Mahmada,0,304
Motipur PS Morsandi,0,10
Motipur PS Nariyar Kumhar Tola,0,120
Motipur PS Nariyar Nawada,0,10
Motipur PS Nuniya Tola,0,7
Motipur PS PAHAR CHOWK,0,7
Motipur PS Sadha Dumber,0,355
Motipur PS Senduari Purushott,0,10
Motipur Pani Tanki Bhawan W 04,0,213
Motipur Ps THIKAHA URDU,0,545
Motipur RBSK Hsc Kamalpur,0,300
Motipur RBSK Hsc Mahima Gopina,0,411
Motipur RBSK Ram Janki Mandir,0,260
Motipur RBSK SB Jahangirpur,0,310
Motipur S B Campus,0,59
Motipur S Bhawan YagshalaWard9,0,230
Motipur S CHC,0,"6,259"
Motipur S Gandhi Gram Ashram,0,169
Motipur S High School WardNo 5,0,239
Motipur S MS Kodarkatta,0,301
Motipur S MS Mahwal,0,151
Motipur S PB Mahamada,0,425
Motipur S PS Juneda WardNo 2,0,222
Motipur S PS KANYA BIRAHIMA Bz,0,"1,285"
Motipur S PS Manohar Chhapra,0,20
Motipur S School S Dishtaulia,0,30
Motipur S UMS Chakki Rasulganj,0,180
Motipur S UMS Chaurghatta,0,252
Motipur S UMS KalyanpurHarauna,0,286
Motipur S UMS Rampur Ugan Urdu,0,190
Motipur SB Andol Hanuman Mand,0,237
Motipur SB Chatrapatti,0,252
Motipur SB Kuati CHouk Awc 16,0,222
Motipur SB Parsoniya,0,258
Motipur SB Sadha Dhumbar W 14,0,199
Motipur SB Tajpur Ward 3,0,312
Motipur Sant Mission Kathaiya,0,300
Motipur Shankar Tota Singhaila,0,"1,085"
Motipur SiNTUARI Ganj Singh,0,503
Motipur TE Shivmandir,0,408
Motipur UMS Bakhari,0,150
Motipur UMS Bhagwanpur,0,255
Motipur UMS Mahamada HarizTola,0,90
Motipur UMS THATIYA,0,70
Motipur URB MS Motipur Ward 10,0,236
Motipur URB MS Rasulpur Ward 1,0,213
Motipur URB PS Chakchuhar W 15,0,400
Motipur URB Pust Bhawan Sandha,0,546
Motipur URB SB Bakhra Ward 11,0,213
Motipur URB SB Sadha Dambar 14,0,201
Motipur Urdu Sch Chini Mil W 6,0,379
Motipur W 8 Mushar Tola AWC,0,392
Muarul MS Mohanpur Cycle Chowk,0,115
Mural PDS Ashok Jha Ke Darwaja,0,42
MurauL PDS Ramlalit Paswan Dar,0,58
Muraul 18 Plus HS Muraul,0,"3,414"
Muraul 18 Plus MS Muraul,0,"1,663"
Muraul APHC Mahmadpur,0,"1,531"
Muraul Abhay Kr Dealer,0,32
Muraul BRC,0,123
Muraul Bakhri MIDDLE,0,91
Muraul Basic School Bakhri,0,331
Muraul CH Dharmagatpur Boariya,0,102
Muraul CHC For 2nd Dose,0,641
Muraul CHC For WWD 1,0,41
Muraul CHC For WWD 2,0,27
Muraul CHC for FLW,0,"4,689"
Muraul HS Titra Ashanand,0,232
Muraul HS Titra Bishunpur,0,"1,041"
Muraul HSC Balua,0,765
Muraul HSC Dardha,0,243
Muraul HSC Dwarikapur,0,630
Muraul HSC Titra Ashanand,0,51
Muraul HSC Titra Pilkhi,0,367
Muraul HWC Mirapur Mirapur,0,179
Muraul HanumanMandirPachpirthi,0,263
Muraul High School,0,"5,675"
Muraul Itha EAST,0,169
Muraul Itha Rasulnagar,0,"1,761"
Muraul Itha WEST,0,181
Muraul Kumhapakar Madarasa,0,272
Muraul M2 P Gajpati M Badal,0,146
Muraul MCH Pilkhi,0,"1,897"
Muraul MIDDLE Sadikpur Muraul,0,56
Muraul MS Bishanpuar Sriram,0,125
Muraul MS Bishanpur Murar,0,264
Muraul MS Boariya,0,335
Muraul MS Boraiya,0,69
Muraul MS Dardha Gandhi Chowk,0,171
Muraul MS Dedual,0,39
Muraul MS Dwarikapur,0,201
Muraul MS Gandhi Chowk,0,"1,568"
Muraul MS Khaspatti Yadunathpr,0,344
Muraul MS Korigama,0,153
Muraul MS Lautan,0,"1,019"
Muraul MS Lautan Mushar Tola,0,435
Muraul MS MARKAN,0,871
Muraul MS Mahammadpur Kanya,0,232
Muraul MS Mahmadpur Balak,0,143
Muraul MS Malpur,0,855
Muraul MS Malpur,0,903
Muraul MS Titra Ashanand,0,98
Muraul Mahip Kumar Dealer,0,49
Muraul Mahmadpur Sahni Tola 65,0,43
Muraul Mala Devi Dealer,0,177
Muraul Mamta Kri Dealer,0,105
Muraul Markan EAST Bis. Sriram,0,155
Muraul P B Harsinghpur Lautan,0,516
Muraul PB Bakhri,0,863
Muraul PDS Anuj Ke Darwaja,0,146
Muraul PDS Archana Kumari Dar,0,137
Muraul PDS Ashok Ram 03 Darwa,0,21
Muraul PDS Bharat Rai Darwaja,0,50
Muraul PDS Brajnath Misra Darw,0,164
Muraul PDS Deepak Prasad Darwa,0,166
Muraul PDS Dharam LalPd Darwaj,0,58
Muraul PDS Dilip Sarma Darwaja,0,125
Muraul PDS Jitendra Kr Darwaja,0,113
Muraul PDS Kumari Mamta Darwaj,0,114
Muraul PDS Madan Prasad Darwaj,0,107
Muraul PDS Nagendra Paswan,0,142
Muraul PDS Nihar Ranjan Darwja,0,170
Muraul PDS Nishu Kumari Darwaj,0,49
Muraul PDS Pawan Devi Darwaja,0,146
Muraul PDS Pinki Kri Darwaja,0,88
Muraul PDS Prakash KR Darwaja,0,40
Muraul PDS Puspa Kumari Darwaj,0,64
Muraul PDS Rajkishor PaswanDar,0,36
Muraul PDS Rajnrayn Poddar Dar,0,120
Muraul PDS Rambabu Singh,0,28
Muraul PDS Ravindra Rai Darwja,0,194
Muraul PDS Ravisnkar Misra Dar,0,63
Muraul PDS Renu Kumari Darwaja,0,59
Muraul PDS SN Choudhary Darwja,0,116
Muraul PDS Sanjay Kr K Darwaja,0,34
Muraul PDS Sankar Paswan Darwa,0,159
Muraul PDS Shiv Kr Ka Darwaja,0,20
Muraul PDS Smita Rani Darwaja,0,85
Muraul PDS Sobha Rani Darwaja,0,30
Muraul PILKHI EAST,0,835
Muraul PS Bishunpur Murar,0,926
Muraul PS Bishunpur Sriram,0,270
Muraul PS Chaksen,0,230
Muraul PS Dholi Mushar,0,378
Muraul PS Gangti,0,220
Muraul PS Gopinathpur,0,241
Muraul PS Hasanpur,0,275
Muraul PS Jahangirpur,0,222
Muraul PS Khashpatti,0,686
Muraul PS Korigama,0,320
Muraul PS Mahammadpur Lalse,0,253
Muraul PS Mahmadpr Paswan Tola,0,114
Muraul PS Mahmadpur Mohan,0,244
Muraul PS Manikpur Itaha,0,275
Muraul PS Paswan Tola,0,176
Muraul PS Raini,0,307
Muraul PS Sahni Tola Dedaul,0,173
Muraul PS Titra Ashanand(SC),0,124
Muraul Panchyat Bhawan,0,223
Muraul Pilkhi PB,0,247
Muraul RBSK Bishunpur Murar,0,50
Muraul RBSK PB Bishanpr Bakhri,0,176
Muraul RBSK PB PILKHI,0,141
Muraul S Bhawan Boariya,0,411
Muraul S HSC Kharauna,0,695
Muraul S MS Dholi Bazar,0,819
Muraul S MS Kanya Balua,0,568
Muraul S MS Markan,0,494
Muraul S MS Mirapur,0,"1,058"
Muraul S MS Raini,0,598
Muraul S MS Sambha,0,"1,050"
Muraul S PB Bakhri,0,957
Muraul S PS Manikpur Itha,0,264
Muraul SB Khaspatti Yadunthpr,0,33
Muraul Sadikpur Muraul WEST,0,145
Muraul Sadikpur P B,0,108
Muraul Sam. Bhawan Vidhyajhanp,0,774
Muraul Samudayak Bhawan Raini,0,236
Muraul Satyadev Panday Dealer,0,234
Muraul Sayadev Paswan Dealer,0,182
Muraul Shadikpur Mobile,0,918
Muraul Sunil Kumar Dealer,0,109
Muraul Thakur Vinod Kr Dealer,0,115
Muraul UM Gopalpur Bisunpur,0,242
Muraul UMS Itaha Maniyari,0,355
Muraul UMS Kharauna,0,186
Muraul UMS Mahmadpur Mohan,0,548
Muraul UMS Mohanpur,0,469
Muraul UMS Pilkhi Gajpatti,0,606
Muraul Vidyajhanp,0,890
Muraul Vidyajhap West,0,243
Muraul Yogendra Das Dealer,0,227
Murual S PS Kothiya,0,175
Mus LRIIS World Eye HospCampus,0,96
Mus M UMS Slaha,0,111
Mus Malang Asthan Ward No. 10,0,122
Mus PatahiJagarnath ShivMandir,0,266
Mus S Bela Baba Baleshar Nath,0,"1,757"
Mus SD International Sch Aghat,0,27
Mus Taroura Shiv Mandir,0,180
Mus UMS Bedouliya,0,524
Mus Urdu Vidyalaya Ganganagar,0,110
Mush Abdul Nagar Urf Madhopur,0,203
Mush Bhagwati S Ward 4,0,158
Mush Paiksh Adksh Godam,0,215
Mush S Babdudh Nath Mahdev,0,842
Mush S Bhabha Sah Dwar Mandir,0,538
Mush S PRABHAT TARA HOS SHIV M,0,569
Mush S Pramukh H Office Nawada,0,269
Mush Shiv Mandir Kaysth Tola,0,323
Mushahari 18Plus UMS Mushahari,0,"4,147"
Mushahari APHC Jamalabad,0,"1,347"
Mushahari APHC Madapur Chaube,0,883
Mushahari Baba Banwarinath Mah,0,415
Mushahari Bedaulia AWC 30,0,48
